period,zip,income,ad,mm,bkd
1,13,11478,0,0,0
0,13,NA,0,0,1
1,13,21958,0,0,1
0,13,6554,0,0,0
1,13,13236,0,0,0
0,13,5863,0,0,0
1,13,NA,1,1,1
0,13,59714,0,0,0
1,13,17588,0,0,0
0,13,46316,0,0,0
1,13,12573,0,0,1
0,13,5561,0,0,0
1,13,13038,0,0,0
0,13,10655,0,0,0
1,13,9267,0,0,1
0,13,23118,0,0,0
1,13,63522,0,0,1
0,13,24579,0,0,0
1,13,3111,1,0,0
0,13,156517,0,0,1
1,13,76603,0,0,1
0,13,263086,0,0,1
1,13,18498,0,0,0
0,13,186720,0,0,1
1,13,29697,0,0,1
0,14,NA,0,0,0
1,14,10714,0,0,1
0,14,5706,0,0,0
1,14,69451,0,0,0
0,14,89817,0,0,0
1,14,77392,0,0,0
0,14,NA,0,0,0
1,14,32876,0,0,0
0,14,31898,0,0,0
1,14,NA,1,0,0
0,14,15789,0,0,0
1,14,NA,1,0,1
0,14,NA,0,0,1
1,14,13709,0,0,1
0,14,6893,0,0,1
1,14,NA,1,0,0
0,14,40754,0,0,0
1,14,164833,0,0,1
0,14,NA,0,0,0
1,14,8161,0,0,1
0,14,29433,0,0,1
1,14,NA,1,0,0
0,14,100883,0,0,0
1,14,63733,0,0,0
0,14,30405,0,0,1
1,14,83769,0,0,0
0,14,73109,0,0,1
1,14,NA,1,0,0
0,14,11127,0,0,0
1,14,18452,0,0,1
0,14,5864,0,0,0
1,14,59279,0,0,1
0,14,22191,0,0,1
1,14,2387,0,0,1
0,14,8230,0,0,1
1,14,36274,0,0,0
0,14,68431,0,0,1
1,14,35876,0,0,1
0,14,7877,0,0,1
1,14,11626,0,0,0
0,14,NA,0,0,1
1,14,103721,0,0,0
0,14,34037,0,0,1
1,14,22141,0,0,0
0,14,23415,0,0,0
1,14,54308,0,0,0
0,14,19826,0,0,0
1,14,14302,0,0,0
0,14,18734,0,0,1
1,14,25344,0,0,0
0,14,65013,0,0,1
1,14,2733,0,0,0
0,14,172949,0,0,0
1,14,NA,1,0,0
0,14,37336,0,0,0
1,14,47075,0,0,1
0,14,12819,0,0,0
1,14,8044,0,0,0
0,14,9026,0,0,0
1,14,43453,0,0,0
0,14,46480,0,0,0
1,14,7351,0,0,0
0,14,22466,0,0,0
1,14,5621,0,0,1
0,14,36335,0,0,0
1,14,14795,0,0,1
0,14,NA,0,0,0
1,14,32499,0,0,0
0,14,76843,0,0,1
1,14,4545,0,0,0
0,14,14901,0,0,0
1,14,168450,0,0,0
0,14,43421,0,0,0
1,14,338226,0,0,1
0,14,6084,0,0,0
1,14,28759,1,0,1
0,14,9889,0,0,0
1,14,NA,1,0,1
0,14,NA,0,0,1
1,14,39069,0,0,1
0,14,NA,0,0,1
1,14,64833,0,0,1
0,14,5826,0,0,0
1,14,18930,0,0,0
0,14,68609,0,0,0
1,14,2468,0,0,1
0,14,34025,0,0,0
1,14,15910,0,0,0
0,14,16146,0,0,1
1,14,8134,0,1,0
0,14,35656,0,0,0
1,14,32363,0,0,0
0,14,44470,0,0,0
1,14,35762,0,0,0
0,14,38508,0,0,0
1,14,41752,1,0,0
0,14,12895,0,0,1
1,14,68494,0,0,0
0,14,73636,0,0,0
1,14,NA,1,0,1
0,14,18733,0,0,0
1,14,26580,0,0,0
0,14,NA,0,0,0
1,14,NA,1,0,0
0,14,56726,0,0,0
1,14,NA,1,0,1
0,14,3159,0,0,0
1,14,12437,0,0,0
0,14,6970,0,0,1
1,14,78350,0,0,1
0,14,8643,0,0,0
1,14,16109,0,0,0
0,14,19493,0,0,0
1,14,81060,0,0,1
0,14,42335,0,0,1
1,14,22548,0,0,0
0,14,12094,0,0,1
1,14,40818,0,0,0
0,14,22159,0,0,1
1,14,1861,0,0,0
0,14,63886,0,0,1
1,14,NA,1,0,0
0,14,NA,0,0,0
1,14,NA,1,0,1
0,14,11660,0,0,0
1,14,NA,1,0,0
0,14,27639,0,0,0
1,14,98799,0,0,1
0,14,95716,0,0,0
1,14,12092,0,0,1
0,14,12364,0,0,1
1,14,32432,0,0,0
0,14,16846,0,0,0
1,14,75244,0,0,0
0,14,29290,0,0,0
1,14,41160,0,0,0
0,14,4211,0,0,0
1,14,12612,0,0,0
0,14,32520,0,0,1
1,14,37973,0,0,0
0,14,9431,0,0,0
1,14,25339,0,0,0
0,14,NA,0,0,0
1,14,NA,1,0,1
0,14,NA,0,0,1
1,14,25228,0,0,0
0,14,74204,0,0,0
1,14,20965,0,0,1
0,14,26882,0,0,0
1,14,25076,0,0,1
0,14,28648,0,0,0
1,14,NA,1,0,0
0,14,59591,0,0,1
1,14,33812,0,0,0
0,14,NA,0,0,0
1,14,22121,0,0,0
0,14,74438,0,0,0
1,14,44417,0,0,0
0,14,17967,0,0,1
1,14,35561,0,0,0
0,14,11517,0,0,0
1,14,16731,0,0,0
0,14,2349,0,0,1
1,14,11468,0,0,1
0,14,39137,0,0,1
1,14,216763,0,0,0
0,14,3216,0,0,0
1,14,28891,0,0,0
0,14,NA,0,0,0
1,14,19971,0,0,0
0,14,52519,0,0,0
1,14,9072,0,0,0
0,14,9594,0,0,0
1,14,23874,0,0,0
0,14,5422,0,0,0
1,14,4884,0,0,0
0,14,16721,0,0,1
1,14,16883,0,0,0
0,14,5002,0,0,0
1,14,8133,0,0,0
0,14,26060,0,0,0
1,14,6248,0,0,0
0,14,NA,0,0,1
1,14,3145,0,0,0
0,14,9147,0,0,0
1,14,NA,1,0,0
0,14,8508,0,0,0
1,14,19846,1,0,0
0,14,10662,0,0,0
1,14,47640,0,0,0
0,14,NA,0,0,1
1,14,54865,0,0,0
0,14,35504,0,0,0
1,14,NA,1,0,0
0,14,22952,0,0,0
1,14,30182,0,0,0
0,14,5340,0,0,0
1,14,17581,0,0,0
0,14,64010,0,0,0
1,14,26756,0,0,0
0,14,NA,0,0,1
1,14,183269,0,0,1
0,14,11212,0,0,1
1,14,3302,0,0,0
0,14,76806,0,0,1
1,14,159171,0,0,1
0,14,68684,0,0,0
1,14,19936,0,0,0
0,14,30446,0,0,0
1,14,NA,1,0,0
0,14,41492,0,0,0
1,14,NA,1,0,1
0,14,13214,0,0,1
1,14,13906,1,0,0
0,14,NA,0,0,0
1,14,12152,0,0,0
0,14,41517,0,0,0
1,14,38594,0,0,1
0,14,14873,0,0,1
1,14,20051,0,0,1
0,14,25394,0,0,0
1,14,191952,0,0,1
0,14,11431,0,0,1
1,14,14008,0,0,1
0,14,NA,0,0,0
1,14,5283,0,0,0
0,14,77475,0,0,1
1,14,NA,1,0,1
0,14,39493,0,0,1
1,14,25551,0,0,1
0,14,17341,0,0,0
1,14,NA,1,0,0
0,14,35598,0,0,1
1,14,3817,0,0,0
0,14,27535,0,0,1
1,14,15154,0,0,1
0,14,81650,0,0,1
1,14,111915,0,0,0
0,14,11919,0,0,0
1,14,19241,0,0,0
0,14,28200,0,0,0
1,14,72983,0,0,1
0,14,90112,0,0,1
1,14,89348,0,0,0
0,14,17570,0,0,0
1,14,45114,0,0,0
0,14,61909,0,0,1
1,14,127698,0,0,0
0,14,10162,0,0,0
1,14,216460,0,0,1
0,15,52449,0,0,0
1,15,72415,0,0,1
0,15,8753,0,0,1
1,15,15970,0,0,0
0,15,NA,0,0,0
1,15,11971,0,0,0
0,15,14474,0,0,0
1,15,8309,0,0,1
0,15,29012,0,0,1
1,15,87688,0,0,0
0,15,14260,0,0,1
1,15,4079,0,0,0
0,15,NA,0,0,1
1,15,42584,1,0,0
0,15,43319,0,0,1
1,15,47940,0,0,1
0,15,NA,0,0,0
1,15,169342,0,0,1
0,15,40645,0,0,0
1,15,37956,0,0,0
0,15,7828,0,0,0
1,15,40018,0,0,0
0,15,12074,0,0,1
1,15,31690,0,0,0
0,15,22382,0,0,1
1,15,26004,0,0,1
0,15,50658,0,0,1
1,15,24271,0,0,0
0,15,15579,0,0,0
1,15,11224,0,0,0
0,15,19205,0,0,1
1,15,15681,0,0,0
0,15,68041,0,0,1
1,15,28303,0,0,0
0,15,15609,0,0,1
1,15,NA,1,0,1
0,15,NA,0,0,1
1,15,174881,0,0,1
0,15,7391,0,0,0
1,15,21858,0,0,0
0,15,NA,0,0,1
1,15,13629,1,0,1
0,15,20938,0,0,1
1,15,38717,0,0,0
0,15,9304,0,0,1
1,15,69636,0,0,1
0,15,5016,0,0,0
1,15,20304,1,0,0
0,15,4903,0,0,1
1,15,11151,1,0,0
0,15,258238,0,0,1
1,15,19716,0,0,0
0,15,189068,0,0,0
1,15,20129,0,0,0
0,15,14735,0,0,0
1,15,15112,0,0,1
0,15,51921,0,0,0
1,15,10035,0,0,1
0,15,61575,0,0,1
1,15,12190,0,0,0
0,15,NA,0,0,1
1,15,11359,0,0,1
0,15,4734,0,0,0
1,15,NA,1,0,0
0,15,51864,0,0,1
1,15,9799,0,0,0
0,15,7748,0,0,0
1,15,25639,0,0,1
0,15,NA,0,0,0
1,15,20038,0,0,0
0,15,25501,0,0,1
1,15,29656,0,0,0
0,15,43704,0,0,0
1,15,7917,1,0,1
0,15,307554,0,1,1
1,15,6776,0,0,0
0,15,6581,0,0,1
1,15,NA,1,0,0
0,15,23463,0,0,0
1,15,31369,0,0,1
0,15,NA,0,0,1
1,15,22988,0,0,0
0,15,NA,0,0,0
1,15,NA,1,0,0
0,15,NA,0,0,0
1,15,19925,0,0,0
0,15,4922,0,0,0
1,15,4417,0,0,0
0,15,17326,0,0,0
1,15,10059,0,0,0
0,15,4392,0,0,0
1,15,4418,0,0,1
0,15,NA,0,0,1
1,15,28528,0,0,0
0,15,37907,0,0,0
1,15,4958,1,0,0
0,15,13332,0,0,1
1,15,23473,0,0,1
0,15,12879,0,0,0
1,15,29589,0,0,0
0,15,15004,0,0,1
1,15,106122,0,0,1
0,15,43412,0,0,1
1,15,17903,0,0,0
0,15,39274,0,0,1
1,15,17008,0,0,0
0,15,74883,0,0,1
1,15,NA,1,0,1
0,15,17893,0,0,0
1,15,20063,1,0,1
0,15,357037,0,1,1
1,15,27879,1,0,1
0,15,9500,0,0,1
1,15,36184,0,0,0
0,15,26975,0,0,1
1,15,2091,0,0,0
0,15,35639,0,0,1
1,15,78368,0,0,0
0,15,17258,0,0,1
1,15,90194,0,0,1
0,15,29123,0,0,1
1,15,75570,0,0,0
0,15,24823,0,0,0
1,15,28233,1,0,0
0,15,15405,0,0,0
1,15,63663,0,0,1
0,15,17418,0,0,0
1,15,201553,0,0,1
0,15,16649,0,0,0
1,15,13672,1,0,1
0,15,11753,0,0,0
1,15,28712,0,0,0
0,15,61289,0,0,1
1,15,106144,0,0,0
0,15,51302,0,0,0
1,15,2673,0,0,0
0,15,52372,0,0,1
1,15,119233,0,0,1
0,15,35289,0,0,0
1,15,1038,1,0,1
0,15,39713,0,0,1
1,15,13898,1,0,1
0,15,24780,0,0,0
1,15,10369,0,0,0
0,15,15348,0,0,1
1,15,29726,0,0,0
0,15,6693,0,0,0
1,15,30219,0,0,0
0,15,14911,0,0,0
1,15,NA,1,0,1
0,15,7489,0,0,0
1,15,77608,0,0,0
0,15,27061,0,0,0
1,15,1044,0,0,1
0,15,9886,0,0,0
1,15,20902,0,0,0
0,15,36505,0,0,0
1,15,46274,0,0,1
0,15,NA,0,0,0
1,15,13698,0,0,0
0,15,61140,0,0,0
1,15,5816,0,0,0
0,15,17186,0,0,1
1,15,13540,1,0,1
0,15,NA,0,0,0
1,15,NA,1,0,1
0,15,187347,0,0,0
1,15,68532,0,0,0
0,15,18881,0,0,0
1,15,6902,0,0,0
0,15,10358,0,0,0
1,15,23390,0,0,1
0,15,2099,0,0,0
1,15,14328,0,0,1
0,15,78714,0,0,1
1,15,82279,0,0,1
0,15,20541,0,0,0
1,15,33677,0,0,0
0,15,10327,0,0,0
1,15,NA,1,0,0
0,15,16747,0,0,0
1,15,54363,0,0,0
0,15,49123,0,0,1
1,15,16390,0,0,1
0,15,74026,0,0,0
1,15,1733,0,0,0
0,15,18501,0,0,1
1,15,96030,0,0,0
0,15,121937,0,0,1
1,15,60681,0,0,0
0,15,29581,0,0,0
1,15,31417,0,0,1
0,15,15561,0,0,1
1,15,8120,0,0,1
0,15,13963,0,0,0
1,15,22152,0,0,1
0,15,6105,0,0,0
1,15,20122,0,0,0
0,15,194745,0,0,1
1,15,9272,0,0,0
0,15,6925,0,0,1
1,15,13854,0,0,0
0,15,71480,0,0,1
1,15,11159,0,0,0
0,15,108535,0,0,1
1,15,7212,0,0,0
0,15,18741,0,0,0
1,15,13885,1,0,0
0,15,NA,0,0,1
1,15,14587,0,0,0
0,15,1190,0,0,0
1,15,6893,0,0,1
0,15,50504,0,0,0
1,15,126991,0,0,1
0,15,9641,0,0,0
1,15,16682,0,0,0
0,15,5068,0,0,1
1,15,13434,1,0,1
0,15,36819,0,0,1
1,15,11677,0,0,0
0,15,33429,0,0,1
1,15,22888,0,0,1
0,15,5024,0,0,0
1,15,9561,0,0,0
0,15,4320,0,0,0
1,15,8414,0,0,1
0,15,NA,0,0,0
1,15,11811,0,0,1
0,15,13315,0,0,0
1,15,NA,1,0,0
0,15,54156,0,0,0
1,15,50547,0,0,1
0,15,93835,0,0,1
1,15,69711,0,0,0
0,15,16063,0,0,1
1,15,45444,0,0,1
0,15,39188,0,0,1
1,15,NA,1,0,0
0,15,32631,0,0,1
1,15,35213,0,0,0
0,15,14892,0,0,0
1,15,29010,0,0,0
0,15,66664,0,0,0
1,15,NA,1,0,0
0,15,NA,0,0,0
1,15,43664,0,0,0
0,15,45251,0,0,0
1,15,NA,1,0,0
0,15,17154,0,0,0
1,15,27674,0,0,1
0,16,7732,0,0,0
1,16,17736,0,0,0
0,16,NA,0,0,1
1,16,47704,0,0,0
0,16,NA,0,0,0
1,16,30159,0,0,0
0,16,15394,0,0,1
1,16,8375,0,0,1
0,16,16459,0,0,0
1,16,3115,0,0,0
0,16,12427,0,0,1
1,16,20112,0,0,0
0,16,13935,0,0,0
1,16,28558,0,0,0
0,16,11559,0,0,0
1,16,96709,0,0,1
0,16,NA,0,0,0
1,16,NA,1,0,1
0,16,10818,0,0,1
1,16,7355,0,0,0
0,16,9005,0,0,1
1,16,58823,0,0,1
0,16,11071,0,0,0
1,16,2949,1,0,1
0,16,55814,0,0,0
1,16,46837,1,0,1
0,16,85219,0,0,0
1,16,17811,0,0,1
0,16,51952,0,0,1
1,16,NA,1,0,1
0,16,2679,0,0,0
1,16,73900,0,0,0
0,16,10493,0,0,0
1,16,283399,0,0,1
0,16,91031,0,0,1
1,16,93559,0,0,0
0,16,NA,0,0,0
1,16,31728,1,0,0
0,16,16499,0,0,0
1,16,4901,0,0,0
0,16,46078,0,0,0
1,16,12639,0,0,0
0,16,101190,0,0,1
1,16,NA,1,0,0
0,16,19989,0,0,0
1,16,70573,0,0,0
0,16,NA,0,0,1
1,16,358574,0,1,1
0,16,18966,0,0,1
1,16,28403,0,0,0
0,16,12920,0,0,0
1,16,35244,0,0,0
0,16,64598,0,0,1
1,16,5674,0,0,0
0,16,25363,0,0,0
1,16,NA,1,0,0
0,16,9310,0,0,0
1,16,78543,0,0,1
0,16,19843,0,0,0
1,16,72565,0,0,1
0,16,NA,0,0,0
1,16,6836,0,0,0
0,16,NA,0,0,1
1,16,17973,1,0,0
0,16,144229,0,0,1
1,16,11516,0,0,0
0,16,NA,0,0,0
1,16,NA,1,0,0
0,16,45610,0,0,1
1,16,106996,0,0,0
0,16,17149,0,0,0
1,16,27035,0,0,0
0,16,9177,0,0,0
1,16,72138,0,0,1
0,16,57086,0,0,0
1,16,NA,1,0,0
0,16,NA,0,0,1
1,16,165703,0,0,0
0,16,24333,0,0,0
1,16,9687,0,0,0
0,16,NA,0,0,1
1,16,31225,0,0,0
0,16,9306,0,0,0
1,16,26109,0,0,0
0,16,5629,0,0,0
1,16,13127,0,0,1
0,16,12166,0,0,1
1,16,24871,0,0,0
0,16,1317,0,0,0
1,16,51554,0,0,0
0,16,53422,0,0,0
1,16,8282,0,0,0
0,16,24325,0,0,1
1,16,19879,0,0,0
0,16,7383,0,0,1
1,16,23217,0,0,1
0,16,136619,0,0,1
1,16,7171,1,0,1
0,16,54261,0,0,0
1,16,42018,0,0,0
0,16,3495,0,0,0
1,16,6291,0,0,0
0,16,NA,0,1,0
1,16,12164,0,0,0
0,16,7460,0,0,1
1,16,129341,0,0,1
0,16,17438,0,0,0
1,16,NA,1,0,0
0,16,21020,0,0,1
1,16,74120,0,0,0
0,16,33445,0,0,0
1,16,28666,0,0,0
0,16,59082,0,0,1
1,16,60903,0,0,0
0,16,35813,0,0,1
1,16,NA,1,0,0
0,16,46843,0,0,0
1,16,42311,0,0,0
0,16,NA,0,0,0
1,16,64423,0,0,0
0,16,17076,0,0,0
1,16,11267,0,0,0
0,16,26946,0,0,0
1,16,26389,0,0,0
0,16,10517,0,0,1
1,16,13450,0,0,0
0,16,14780,0,0,0
1,16,NA,1,0,0
0,16,23212,0,0,1
1,16,NA,1,0,0
0,16,6471,0,0,0
1,16,5747,0,0,0
0,16,26312,0,0,1
1,16,NA,1,0,0
0,16,22940,0,0,1
1,16,17227,0,0,0
0,16,268440,0,0,0
1,16,9687,0,0,1
0,16,NA,0,0,0
1,16,23483,0,0,1
0,16,18756,0,0,1
1,16,6329,0,0,0
0,16,NA,0,0,0
1,16,48901,0,0,1
0,16,6308,0,0,0
1,16,10583,0,0,0
0,16,29010,0,0,0
1,16,64938,1,0,1
0,16,13035,0,0,0
1,16,22614,0,0,1
0,16,29178,0,1,1
1,16,20842,0,0,0
0,16,61521,0,0,0
1,16,122325,0,0,0
0,16,NA,0,0,0
1,16,38635,0,0,0
0,16,19882,0,0,0
1,16,62383,0,0,0
0,16,NA,0,0,1
1,16,30870,0,0,0
0,16,109523,0,0,1
1,16,37383,0,0,1
0,16,17339,0,0,0
1,16,15966,0,0,0
0,16,21868,0,0,0
1,16,21306,0,0,1
0,16,30857,0,0,0
1,16,58802,0,0,0
0,16,38184,0,0,0
1,16,53871,0,0,1
0,16,19626,0,0,0
1,16,24201,0,0,0
0,16,60186,0,0,0
1,16,7689,0,0,0
0,16,NA,0,0,0
1,16,276538,0,0,1
0,16,17249,0,0,0
1,16,69381,0,0,1
0,16,67456,0,0,1
1,16,28437,1,0,1
0,16,13398,0,0,0
1,16,6593,0,0,0
0,16,NA,0,0,1
1,16,NA,1,0,0
0,16,9249,0,0,1
1,16,5115,0,0,0
0,16,10876,0,0,0
1,16,61179,0,0,1
0,16,9382,0,0,0
1,16,22472,0,0,1
0,16,45711,0,0,0
1,16,2340,1,0,0
0,16,34117,0,0,0
1,16,26825,0,0,0
0,16,4045,0,0,1
1,16,11629,1,0,0
0,16,15685,0,0,0
1,16,12963,0,0,0
0,16,14809,0,0,0
1,16,23230,0,0,0
0,16,58726,0,0,0
1,16,22647,0,0,0
0,16,14292,0,0,1
1,16,50209,1,0,0
0,16,70327,0,0,0
1,16,22327,1,0,0
0,16,61086,0,0,0
1,16,25181,0,0,1
0,16,19752,0,0,0
1,16,10326,0,0,0
0,16,8276,0,0,0
1,16,NA,1,0,1
0,16,NA,0,0,0
1,16,6661,0,0,0
0,16,3381,0,0,1
1,16,46455,0,0,0
0,16,6265,0,0,0
1,16,NA,1,0,1
0,16,NA,0,0,0
1,16,101119,0,0,1
0,16,7333,0,0,0
1,16,NA,1,0,0
0,16,25240,0,0,1
1,16,30283,0,0,0
0,16,22495,0,0,0
1,16,23646,0,0,0
0,16,14513,0,0,1
1,16,136402,0,0,0
0,16,14459,0,0,0
1,16,NA,1,0,0
0,16,17430,0,0,0
1,16,11497,0,0,0
0,16,13425,0,0,1
1,16,4145,0,0,0
0,16,23293,0,0,0
1,16,29295,0,0,1
0,16,38996,0,0,1
1,16,95537,0,0,0
0,16,4915,0,0,0
1,16,14768,0,0,0
0,16,4994,0,0,1
1,16,34361,0,0,0
0,16,254616,0,0,1
1,16,61565,0,0,1
0,16,17777,0,0,0
1,16,94305,0,0,0
0,16,22039,0,0,1
1,16,35376,1,0,0
0,16,23976,0,0,0
1,16,30922,0,0,0
0,17,56221,0,0,1
1,17,7341,0,0,0
0,17,NA,0,0,0
1,17,18164,0,0,1
0,17,38522,0,0,0
1,17,218071,0,0,1
0,17,23997,0,0,0
1,17,14123,0,0,1
0,17,200954,0,0,1
1,17,9568,0,0,0
0,17,29533,0,0,0
1,17,16323,0,0,0
0,17,24576,0,0,0
1,17,21283,0,0,0
0,17,9294,0,0,0
1,17,6107,0,0,0
0,17,NA,0,0,0
1,17,51815,1,0,0
0,17,9024,0,0,1
1,17,5850,0,0,0
0,17,25109,0,0,1
1,17,NA,1,0,1
0,17,13752,0,0,0
1,17,13727,0,0,1
0,17,9266,0,0,0
1,17,56785,0,0,1
0,17,85688,0,0,1
1,17,90267,0,0,1
0,17,12886,0,0,1
1,17,15090,0,0,0
0,17,28196,0,0,0
1,17,72218,0,0,1
0,17,43439,0,0,1
1,17,15359,0,0,0
0,17,49157,0,0,0
1,17,NA,1,0,1
0,17,43535,0,0,0
1,17,5782,0,0,0
0,17,24302,0,0,0
1,17,30745,0,0,1
0,17,NA,0,0,0
1,17,41030,0,0,0
0,17,64142,0,0,0
1,17,11519,0,0,1
0,17,31940,0,0,0
1,17,8414,0,0,1
0,17,35909,0,0,0
1,17,23865,0,0,0
0,17,64925,0,0,0
1,17,12192,0,0,0
0,17,60604,0,0,0
1,17,17087,1,0,0
0,17,25012,0,1,0
1,17,NA,1,0,1
0,17,NA,0,0,1
1,17,17338,0,0,0
0,17,52638,0,1,1
1,17,NA,1,0,1
0,17,9614,0,0,0
1,17,NA,1,0,0
0,17,38804,0,0,1
1,17,39498,0,0,0
0,17,8577,0,0,0
1,17,18502,0,0,0
0,17,32473,0,0,0
1,17,7997,1,0,0
0,17,46599,0,0,0
1,17,29889,0,0,0
0,17,36531,0,0,0
1,17,41931,0,0,1
0,17,11050,0,0,0
1,17,48288,0,0,1
0,17,41660,0,0,0
1,17,NA,1,0,0
0,17,1665,0,0,0
1,17,55484,0,0,1
0,17,2438,0,0,0
1,17,7230,0,0,0
0,17,16808,0,0,0
1,17,16640,0,0,0
0,17,16244,0,0,0
1,17,8328,0,0,0
0,17,6879,0,0,1
1,17,29939,0,0,0
0,17,5187,0,0,0
1,17,39824,0,0,0
0,17,NA,0,0,1
1,17,44670,0,0,0
0,17,25971,0,0,0
1,17,4479,0,0,1
0,17,16522,0,0,0
1,17,43450,0,0,0
0,17,39091,0,0,0
1,17,70692,0,0,1
0,17,51465,0,0,0
1,17,9993,0,0,0
0,17,16202,0,0,0
1,17,90474,0,0,0
0,17,36016,0,0,0
1,17,31592,0,0,0
0,17,106745,0,0,1
1,17,42087,0,0,1
0,17,NA,0,0,1
1,17,115500,0,0,1
0,17,280019,0,0,0
1,17,26182,0,0,0
0,17,81507,0,0,0
1,17,10705,0,0,0
0,17,5904,0,0,1
1,17,21101,0,0,0
0,17,5752,0,0,0
1,17,NA,1,0,1
0,17,NA,0,0,1
1,17,10511,0,0,0
0,17,NA,0,0,1
1,17,17094,0,0,0
0,17,27121,0,0,1
1,17,NA,1,0,0
0,17,26664,0,0,0
1,17,NA,1,0,0
0,17,8598,0,0,0
1,17,35994,0,0,0
0,17,7222,0,0,0
1,17,15616,0,0,1
0,17,24157,0,0,1
1,17,NA,1,0,0
0,17,25586,0,0,1
1,17,64767,0,0,0
0,17,37842,0,0,0
1,17,12424,0,0,0
0,17,52119,0,0,0
1,17,16972,1,0,1
0,17,NA,0,1,0
1,17,27956,0,0,1
0,17,22162,0,0,1
1,17,71209,0,0,0
0,17,35811,0,0,0
1,17,14487,0,0,0
0,17,95537,0,0,1
1,17,8276,0,0,1
0,17,10692,0,0,1
1,17,15873,0,0,0
0,17,32383,0,0,0
1,17,24137,0,0,1
0,17,36665,0,0,0
1,17,51237,0,0,0
0,17,19136,0,0,1
1,17,208334,0,0,1
0,17,2817,0,0,0
1,17,7460,0,0,0
0,17,55358,0,0,0
1,17,30001,0,0,1
0,17,32867,0,0,1
1,17,41379,0,0,1
0,17,15677,0,0,0
1,17,13932,0,0,1
0,17,26336,0,0,1
1,17,17071,0,0,0
0,17,38952,0,0,0
1,17,6766,0,0,1
0,17,5873,0,0,1
1,17,72136,0,0,1
0,17,NA,0,0,1
1,17,5011,0,0,0
0,17,36872,0,0,1
1,17,26483,0,0,1
0,17,22254,0,0,0
1,17,57877,0,0,0
0,17,14528,0,0,0
1,17,46183,0,0,0
0,17,9759,0,0,1
1,17,NA,1,0,0
0,17,85718,0,0,0
1,17,75067,1,0,1
0,17,48680,0,0,1
1,17,93418,0,0,1
0,17,48036,0,0,0
1,17,50168,0,0,0
0,17,1872,0,0,0
1,17,14141,0,0,1
0,17,71138,0,0,1
1,17,22452,0,0,1
0,17,26683,0,0,1
1,17,43208,0,0,0
0,17,23930,0,0,1
1,17,12791,1,0,0
0,17,8582,0,0,0
1,17,2783,0,0,1
0,17,21446,0,0,0
1,17,NA,1,0,0
0,17,14339,0,0,0
1,17,44986,0,0,1
0,17,56483,0,0,0
1,17,38497,0,0,0
0,17,NA,0,0,0
1,17,20968,0,0,0
0,17,33574,0,0,1
1,17,28793,0,0,0
0,17,NA,0,0,1
1,17,21450,0,0,1
0,17,NA,0,0,0
1,17,12031,1,0,0
0,17,50330,0,0,0
1,17,25069,0,0,1
0,17,20850,0,0,0
1,17,NA,1,0,1
0,17,13290,0,0,0
1,17,252656,0,0,1
0,17,42632,0,0,0
1,17,31387,0,0,0
0,17,42686,0,0,1
1,17,6239,0,0,0
0,17,165053,0,0,1
1,17,233069,0,0,0
0,17,22812,0,0,0
1,17,9993,0,0,0
0,17,8298,0,0,0
1,17,13189,0,0,0
0,17,13094,0,0,0
1,17,35862,0,0,1
0,17,16979,0,0,0
1,17,656,0,0,0
0,17,9212,0,0,0
1,17,16885,0,0,0
0,17,64978,0,0,1
1,17,12950,1,0,0
0,17,8387,0,0,1
1,17,93600,0,0,1
0,17,NA,0,0,0
1,17,6238,0,0,1
0,17,30014,0,0,0
1,17,3601,0,0,0
0,17,61280,0,0,1
1,17,3420,1,0,1
0,17,11758,0,0,0
1,17,54578,0,0,1
0,17,8404,0,0,1
1,17,40166,0,0,1
0,17,53202,0,0,0
1,17,12896,0,0,1
0,17,34613,0,0,0
1,17,NA,1,0,0
0,17,14654,0,0,1
1,17,32142,0,0,0
0,17,8033,0,0,1
1,17,35481,0,0,1
0,17,10236,0,0,0
1,17,28474,0,0,0
0,17,17979,0,0,0
1,17,10617,0,0,0
0,18,157238,0,0,0
1,18,31939,0,0,0
0,18,117806,0,0,1
1,18,21870,0,0,0
0,18,11058,0,0,0
1,18,16548,0,0,0
0,18,NA,0,0,1
1,18,236309,0,0,1
0,18,19570,0,0,0
1,18,85299,0,0,0
0,18,17303,0,0,0
1,18,70542,0,0,0
0,18,NA,0,0,0
1,18,55549,0,0,1
0,18,28259,0,0,0
1,18,NA,1,0,0
0,18,71177,0,0,0
1,18,NA,1,0,0
0,18,10943,0,0,0
1,18,5975,0,0,0
0,18,223828,0,0,1
1,18,NA,1,0,1
0,18,NA,0,0,0
1,18,147399,0,0,0
0,18,36310,0,0,1
1,18,9190,0,0,0
0,18,42191,0,0,0
1,18,18658,0,0,1
0,18,NA,0,0,0
1,18,NA,1,0,0
0,18,84580,0,0,1
1,18,63980,0,0,0
0,18,NA,0,0,1
1,18,50317,0,0,0
0,18,4097,0,0,0
1,18,13822,0,0,1
0,18,43946,0,0,0
1,18,11269,1,0,1
0,18,2330,0,0,1
1,18,18933,0,0,0
0,18,19473,0,0,1
1,18,14221,0,0,1
0,18,4746,0,0,0
1,18,NA,1,0,1
0,18,76117,0,0,0
1,18,40333,0,0,1
0,18,49367,0,0,0
1,18,85019,0,0,0
0,18,31556,0,0,0
1,18,61768,0,0,0
